candidate_query,normalized_intent,body_area,symptom,situation,timing,closest_existing_url,closest_existing_topic,overlap_risk,unique_intent,medical_value,commercial_relevance,funnel_target_url,red_flag_sensitivity,recommended_action,priority,notes
Was tun wenn schleim sitzt im Hals morgens?,schleim: sitzt im hals morgens,Schleim,sitzt im Hals,morgens,morgens,/beschwerden/sodbrennen/,Sodbrennen & Reflux,medium,no,medium,medium,/beschwerden/sodbrennen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn schleim sitzt im Hals nach Milchprodukten?,schleim: sitzt im hals nach milchprodukten,Schleim,sitzt im Hals,nach Milchprodukten,,/beschwerden/sodbrennen/,Sodbrennen & Reflux,medium,no,medium,medium,/beschwerden/sodbrennen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn schleim sitzt im Hals ständig?,schleim: sitzt im hals ständig,Schleim,sitzt im Hals,ständig,,/beschwerden/sodbrennen/,Sodbrennen & Reflux,medium,no,medium,medium,/beschwerden/sodbrennen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Schluckauf bleibt seit Stunden,schluckauf: bleibt seit stunden,Schluckauf,bleibt,seit Stunden,,/beschwerden/verdauungsprobleme/,Verdauungsprobleme,medium,yes,medium,medium,/beschwerden/verdauungsprobleme/,none,REJECT_TOO_THIN,reject,Kein tragfähiger eigenständiger Behandlungs-Intent für TCM.ch.
Warum schluckauf bleibt immer nach dem Essen?,schluckauf: bleibt immer nach dem essen,Schluckauf,bleibt,immer nach dem Essen,,/beschwerden/verdauungsprobleme/,Verdauungsprobleme,medium,no,medium,medium,/beschwerden/verdauungsprobleme/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum schluckauf bleibt seit Stunden?,schluckauf: bleibt seit stunden,Schluckauf,bleibt,seit Stunden,,/beschwerden/verdauungsprobleme/,Verdauungsprobleme,medium,no,medium,medium,/beschwerden/verdauungsprobleme/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn schluckauf bleibt immer nach dem Essen?,schluckauf: bleibt immer nach dem essen,Schluckauf,bleibt,immer nach dem Essen,,/beschwerden/verdauungsprobleme/,Verdauungsprobleme,medium,no,medium,medium,/beschwerden/verdauungsprobleme/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn schluckauf bleibt seit Stunden?,schluckauf: bleibt seit stunden,Schluckauf,bleibt,seit Stunden,,/beschwerden/verdauungsprobleme/,Verdauungsprobleme,medium,no,medium,medium,/beschwerden/verdauungsprobleme/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn schluckauf bleibt immer nach dem Essen?,schluckauf: bleibt immer nach dem essen,Schluckauf,bleibt,immer nach dem Essen,,/beschwerden/verdauungsprobleme/,Verdauungsprobleme,medium,no,medium,medium,/beschwerden/verdauungsprobleme/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn schluckauf bleibt seit Stunden?,schluckauf: bleibt seit stunden,Schluckauf,bleibt,seit Stunden,,/beschwerden/verdauungsprobleme/,Verdauungsprobleme,medium,no,medium,medium,/beschwerden/verdauungsprobleme/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Schulter schmerzt beim Anheben des Arms,schulter: schmerzt beim anheben des arms,Schulter,schmerzt,beim Anheben des Arms,,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schulterschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Schulter schmerzt beim Griff nach hinten,schulter: schmerzt beim griff nach hinten,Schulter,schmerzt,beim Griff nach hinten,,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schulterschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Schulter schmerzt nachts beim Liegen auf der Seite,schulter: schmerzt nachts beim liegen auf der seite,Schulter,schmerzt,nachts beim Liegen auf der Seite,nachts,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schulterschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Schulter schmerzt über Kopf,schulter: schmerzt über kopf,Schulter,schmerzt,über Kopf,,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schulterschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Schulter sticht beim Anheben des Arms,schulter: schmerzt beim anheben des arms,Schulter,sticht,beim Anheben des Arms,,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Schulter sticht beim Griff nach hinten,schulter: schmerzt beim griff nach hinten,Schulter,sticht,beim Griff nach hinten,,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Schulter sticht nachts beim Liegen auf der Seite,schulter: schmerzt nachts beim liegen auf der seite,Schulter,sticht,nachts beim Liegen auf der Seite,nachts,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Schulter sticht über Kopf,schulter: schmerzt über kopf,Schulter,sticht,über Kopf,,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Schulter zieht beim Anheben des Arms,schulter: schmerzt beim anheben des arms,Schulter,zieht,beim Anheben des Arms,,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Schulter zieht beim Griff nach hinten,schulter: schmerzt beim griff nach hinten,Schulter,zieht,beim Griff nach hinten,,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Schulter zieht nachts beim Liegen auf der Seite,schulter: schmerzt nachts beim liegen auf der seite,Schulter,zieht,nachts beim Liegen auf der Seite,nachts,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Schulter zieht über Kopf,schulter: schmerzt über kopf,Schulter,zieht,über Kopf,,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum schulter knackt bei jeder Bewegung?,schulter: knackt bei jeder bewegung,Schulter,knackt,bei jeder Bewegung,,/beschwerden/schulterschmerzen/,Schulterschmerzen,low,no,medium,medium,/beschwerden/schulterschmerzen/,none,MERGE_INTO_EXISTING,reject,"Muster-Intent plausibel eigenständig; manuell prüfen. (Frageform-Variante — gleiche Intent-Gruppe, KEINE eigene Seite.)"
Warum schulter knackt beim Kreisen?,schulter: knackt beim kreisen,Schulter,knackt,beim Kreisen,,/beschwerden/schulterschmerzen/,Schulterschmerzen,low,no,medium,medium,/beschwerden/schulterschmerzen/,none,MERGE_INTO_EXISTING,reject,"Muster-Intent plausibel eigenständig; manuell prüfen. (Frageform-Variante — gleiche Intent-Gruppe, KEINE eigene Seite.)"
Warum schulter schmerzt beim Anheben des Arms?,schulter: schmerzt beim anheben des arms,Schulter,schmerzt,beim Anheben des Arms,,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schulterschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum schulter schmerzt beim Griff nach hinten?,schulter: schmerzt beim griff nach hinten,Schulter,schmerzt,beim Griff nach hinten,,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schulterschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum schulter schmerzt nachts beim Liegen auf der Seite?,schulter: schmerzt nachts beim liegen auf der seite,Schulter,schmerzt,nachts beim Liegen auf der Seite,nachts,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schulterschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum schulter schmerzt über Kopf?,schulter: schmerzt über kopf,Schulter,schmerzt,über Kopf,,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schulterschmerzen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum schulter sticht beim Anheben des Arms?,schulter: schmerzt beim anheben des arms,Schulter,sticht,beim Anheben des Arms,,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum schulter sticht beim Griff nach hinten?,schulter: schmerzt beim griff nach hinten,Schulter,sticht,beim Griff nach hinten,,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum schulter sticht nachts beim Liegen auf der Seite?,schulter: schmerzt nachts beim liegen auf der seite,Schulter,sticht,nachts beim Liegen auf der Seite,nachts,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum schulter sticht über Kopf?,schulter: schmerzt über kopf,Schulter,sticht,über Kopf,,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum schulter zieht beim Anheben des Arms?,schulter: schmerzt beim anheben des arms,Schulter,zieht,beim Anheben des Arms,,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum schulter zieht beim Griff nach hinten?,schulter: schmerzt beim griff nach hinten,Schulter,zieht,beim Griff nach hinten,,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum schulter zieht nachts beim Liegen auf der Seite?,schulter: schmerzt nachts beim liegen auf der seite,Schulter,zieht,nachts beim Liegen auf der Seite,nachts,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum schulter zieht über Kopf?,schulter: schmerzt über kopf,Schulter,zieht,über Kopf,,/beschwerden/schulterschmerzen/,Schulterschmerzen,high,no,medium,low,/beschwerden/schulterschmerzen/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn schulter knackt bei jeder Bewegung?,schulter: knackt bei jeder bewegung,Schulter,knackt,bei jeder Bewegung,,/beschwerden/schulterschmerzen/,Schulterschmerzen,low,no,medium,medium,/beschwerden/schulterschmerzen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn schulter knackt beim Kreisen?,schulter: knackt beim kreisen,Schulter,knackt,beim Kreisen,,/beschwerden/schulterschmerzen/,Schulterschmerzen,low,no,medium,medium,/beschwerden/schulterschmerzen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn schulter knackt bei jeder Bewegung?,schulter: knackt bei jeder bewegung,Schulter,knackt,bei jeder Bewegung,,/beschwerden/schulterschmerzen/,Schulterschmerzen,low,no,medium,medium,/beschwerden/schulterschmerzen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie Grundform, KEINE eigene Seite."
Was tun wenn schulter knackt beim Kreisen?,schulter: knackt beim kreisen,Schulter,knackt,beim Kreisen,,/beschwerden/schulterschmerzen/,Schulterschmerzen,low,no,medium,medium,/beschwerden/schulterschmerzen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie Grundform, KEINE eigene Seite."
Schweiss bricht aus bei kleinster Anstrengung,schweiss: bricht aus bei kleinster anstrengung,Schweiss,bricht aus,bei kleinster Anstrengung,,/beschwerden/hyperhidrose/,Starkes Schwitzen (Hyperhidrose) – TCM,high,no,medium,low,/beschwerden/hyperhidrose/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/hyperhidrose/ abgedeckt.
Schweiss bricht aus beim Essen,schweiss: bricht aus beim essen,Schweiss,bricht aus,beim Essen,,/beschwerden/hyperhidrose/,Starkes Schwitzen (Hyperhidrose) – TCM,high,no,medium,low,/beschwerden/hyperhidrose/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/hyperhidrose/ abgedeckt.
Schweiss bricht aus in Stresssituationen,schweiss: bricht aus in stresssituationen,Schweiss,bricht aus,in Stresssituationen,,/beschwerden/hyperhidrose/,Starkes Schwitzen (Hyperhidrose) – TCM,high,no,medium,low,/beschwerden/hyperhidrose/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/hyperhidrose/ abgedeckt.
Schweiss bricht aus nachts,schweiss: bricht aus nachts,Schweiss,bricht aus,nachts,nachts,/beschwerden/hyperhidrose/,Starkes Schwitzen (Hyperhidrose) – TCM,high,no,medium,low,/beschwerden/hyperhidrose/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/hyperhidrose/ abgedeckt.
Schwindel beim Bücken,schwindel: tritt auf beim bücken,Schwindel,tritt auf,beim Bücken,,/beschwerden/schwindel/,Schwindel,high,no,medium,low,/beschwerden/schwindel/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schwindel/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Schwindel beim Gehen,schwindel: tritt auf beim gehen,Schwindel,tritt auf,beim Gehen,,/beschwerden/schwindel/,Schwindel,high,no,medium,low,/beschwerden/schwindel/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schwindel/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Schwindel beim Kopfdrehen,schwindel: tritt auf beim kopfdrehen,Schwindel,tritt auf,beim Kopfdrehen,,/beschwerden/schwindel/,Schwindel,high,no,medium,low,/beschwerden/schwindel/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schwindel/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Schwindel beim Zurücklegen des Kopfes,schwindel: tritt auf beim zurücklegen des kopfes,Schwindel,tritt auf,beim Zurücklegen des Kopfes,,/beschwerden/schwindel/,Schwindel,high,no,medium,low,/beschwerden/schwindel/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schwindel/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Schwindel im Supermarkt,schwindel: tritt auf im supermarkt,Schwindel,tritt auf,im Supermarkt,,/beschwerden/schwindel/,Schwindel,high,no,medium,low,/beschwerden/schwindel/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schwindel/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Schwindel nach dem Aufstehen morgens,schwindel: tritt auf nach dem aufstehen morgens,Schwindel,tritt auf,nach dem Aufstehen morgens,morgens,/beschwerden/schwindel/,Schwindel,high,no,medium,low,/beschwerden/schwindel/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schwindel/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum schwindel beim Aufstehen aus dem Sitzen?,schwindel: tritt auf beim aufstehen aus dem sitzen,Schwindel,tritt auf,beim Aufstehen aus dem Sitzen,,/beschwerden/schwindel/,Schwindel,high,no,medium,low,/beschwerden/schwindel/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schwindel/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum schwindel beim Bücken?,schwindel: tritt auf beim bücken,Schwindel,tritt auf,beim Bücken,,/beschwerden/schwindel/,Schwindel,high,no,medium,low,/beschwerden/schwindel/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schwindel/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum schwindel beim Gehen?,schwindel: tritt auf beim gehen,Schwindel,tritt auf,beim Gehen,,/beschwerden/schwindel/,Schwindel,high,no,medium,low,/beschwerden/schwindel/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schwindel/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum schwindel beim Kopfdrehen?,schwindel: tritt auf beim kopfdrehen,Schwindel,tritt auf,beim Kopfdrehen,,/beschwerden/schwindel/,Schwindel,high,no,medium,low,/beschwerden/schwindel/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/schwindel/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum schwindel beim Umdrehen im Bett?,schwindel: tritt auf beim umdrehen im bett,Schwindel,tritt auf,beim Umdrehen im Bett,,/beschwerden/schwindel/,Schwindel,medium,no,medium,medium,/beschwerden/schwindel/,medium,MERGE_INTO_EXISTING,reject,"Muster-Intent plausibel eigenständig; manuell prüfen. (Frageform-Variante — gleiche Intent-Gruppe, KEINE eigene Seite.)"
